id,date,message,views,forwards,pinned,media,reactions,replies
322820,2026-01-31 19:34:19+00:00,"С декабря баллы стали в 1 очередь списывать в продвижение, а потом уже за размещение, в этих отчетах баллы не учитываются",,,False,,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🙏'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=6593142359), date=datetime.datetime(2026, 1, 31, 21, 29, 30, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='🙏'), big=False, unread=False, my=False)], top_reactors=[])",
322818,2026-01-31 19:31:56+00:00,% возвратов? Покатушек,,,False,,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='💯'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=6593142359), date=datetime.datetime(2026, 1, 31, 21, 29, 31, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='💯'), big=False, unread=False, my=False)], top_reactors=[])",
322817,2026-01-31 19:30:45+00:00,отдельно,,,False,,,2.0
322816,2026-01-31 19:30:21+00:00,Хранение в логистику записывается или отдельно?,,,False,,,
322811,2026-01-31 19:17:04+00:00,всегда фбо только,,,False,,,
322810,2026-01-31 19:16:28+00:00,"Вы по фбс стали больше продавать? Если посмотреть услуги склада, то в ноябре они значительно выше.",,,False,,,
322807,2026-01-31 18:40:37+00:00,нет,,,False,,,
322803,2026-01-31 18:39:06+00:00,"Ор
Мммм ну может вы цены поменяли?
Акции там
Ещё что-нибудь

Ну типа на декабрь включили а выключить забыли",,,False,,,
322801,2026-01-31 18:34:58+00:00,"А менялось ли что-то в стоимости размещения и стоимости логистики с ноября? сравниваю январь и ноябрь, выручка упала на 200 к, но при этом размещение на витрине и логистика выросли. Они же поднимали все свои тарифы в ноябре, т е в ноябре уже все шло по повышенным тарифам и , насколько помню, после ноября и до конца января не повышалось ниче,. Просто в январе получается маркет себе в карман забрал 69%, в отличии от ноября - где он забрал себе 49%",,,False,"MessageMediaPhoto(spoiler=False, photo=Photo(id=5472374401031409297, access_hash=4438751532830141158, file_reference=b'\x02~\xc0\xb8\\\x00\x04\xec\xf1i\xc2r\xa9\xbf\x9bW\x0c\xa8\x9a\x8c\xa8;\xa1\xf8\xdb\x02Q\x7f\xd5', date=datetime.datetime(2026, 1, 31, 18, 25, 37, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01\x0f(\xd7bB\x9e\x94\x99;s\xc5)\xfb\xa6\x80\x06\xce\x82\x80\x13'#\xa5\x19<\xf4\xa7\x1028\x14\x98\x1c\xf0(\x017\x1c\x81\xc5\x14`n\x1c\n(\x03""), PhotoSize(type='m', w=320, h=121, size=11461), PhotoSize(type='x', w=800, h=303, size=48698), PhotoSizeProgressive(type='y', w=1280, h=485, sizes=[6479, 19116, 42941, 59226, 82641])], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)","MessageReactions(results=[], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",6.0
322800,2026-01-31 18:33:56+00:00,"Эх, всех бы таких клиентов)",,,False,"MessageMediaPhoto(spoiler=False, photo=Photo(id=5474570082802404506, access_hash=-5481855550083984900, file_reference=b'\x02~\xc0\xb8\\\x00\x04\xec\xf0i\xc2r\xa9\xdf\x1b\xe9]\x00#\xf7\xe2\xbeo\x1b\xe1)L\xa8\xee', date=datetime.datetime(2026, 1, 31, 18, 33, 56, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01\x14(\xd7c\xb4f\x9a$>\x94\xf6\xfb\xbd3\xedL\x00\x1f\xf9g\xfaP\x02\xf9\x87\xd2\x80\xe4\xf6\xa0""\x91\xf7G\xe5J\x10\x0e\x80\x0f\xc2\x80\x1c:Q@\xe9E\x00f\xc9s2\xc8\xea\x1f\x80\xd8\x1c\nE\xba\x98\x9f\xbf\xfa\n(\xadl\xacq9\xca\xfb\x8b\xf6\x99\xbf\xe7\xa1\xfc\x854\xddO\x9f\xbf\xfa\n(\xa1$\x1c\xf2\xee:;\x99\x9aTR\xfc\x13\x83\xc0\xa2\x8a*dm\x06\xec\x7f'), PhotoSize(type='m', w=320, h=156, size=9835), PhotoSize(type='x', w=800, h=390, size=33184), PhotoSizeProgressive(type='y', w=1080, h=527, sizes=[4699, 11118, 21168, 32256, 43680])], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",,0.0
322798,2026-01-31 18:25:04+00:00,Прозрение потребителей уже началось.,,,False,,"MessageReactions(results=[], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",
322795,2026-01-31 18:16:08+00:00,"Да пофиг, поставьте норм ценник, да да / нет нет. Смысл за условно бесплатно продавать",,,False,,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=1465526556), date=datetime.datetime(2026, 1, 31, 19, 46, 17, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='❤'), big=False, unread=False, my=False)], top_reactors=[])",
322794,2026-01-31 18:14:47+00:00,"Есть и другая сторона медали - возврат и все, я в ж...",,,False,,,0.0
322793,2026-01-31 18:14:27+00:00,Хорошо если конкуренты так же ставят. У нас так не забалуешь.,,,False,,,
322792,2026-01-31 18:13:20+00:00,"А куда деваться. Это ж не я хочу маржу фантастическую, это комиссии виноваты.",,,False,,,
322787,2026-01-31 18:09:39+00:00,Мне бы вашу смелость👍,,,False,,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=553147242), date=datetime.datetime(2026, 1, 31, 18, 9, 39, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='👍'), big=False, unread=False, my=False)], top_reactors=[])",
322786,2026-01-31 18:09:04+00:00,"У меня есть позиции в закупе 2400, продажная 18000. Берут иногда..
Комиссия большая, Маркет зарабатывает больше, само собой",,,False,,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🏆'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=553147242), date=datetime.datetime(2026, 1, 31, 18, 9, 39, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='🏆'), big=False, unread=False, my=False)], top_reactors=[])",
322783,2026-01-31 18:06:06+00:00,"Но как бы не ругал яму, они лучшие по поддержке. И за это им огромное спасибо. Это первый мп с которым мы начинали работать и для нас самый удобный. По факту и в сезон новогодний он нам больше продаж сделал чем остальные. Так что ко всему привыкнуть можно, пока покупатели не осознали что на улице дешевле чем в интернете 🤣",,,False,,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤\u200d🔥'), count=2, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=1352933202), date=datetime.datetime(2026, 2, 1, 13, 42, 20, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='❤\u200d🔥'), big=False, unread=False, my=False), MessagePeerReaction(peer_id=PeerUser(user_id=5881371972), date=datetime.datetime(2026, 1, 31, 18, 15, 39, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='❤\u200d🔥'), big=False, unread=False, my=False)], top_reactors=[])",0.0
322782,2026-01-31 18:04:41+00:00,Все с вами понятно 😹😹😹,,,False,,"MessageReactions(results=[], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",
322781,2026-01-31 18:04:07+00:00,"Здравствуйте, Инна!

Сейчас мы не принимаем новые заявки на отключение постоплаты по просьбе партнёров, однако если такая возможность снова появится - обязательно расскажем об этом в новостях 🤝",,,False,,,
322780,2026-01-31 18:03:56+00:00,У меня товар в закупе стоит 2200 яма берет от 3500 продаю за 6900 ( и то мало ),,,False,,,
322779,2026-01-31 18:03:46+00:00,"👀 нда
но нас забанят за пропаганду",,,False,,"MessageReactions(results=[], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",
322778,2026-01-31 18:02:13+00:00,"А где то по другому? Синего посмотрите там тоже огонь ставки. Ягодки что то более менее да и то не разберешься с отчетами. Поднимайте цены если планируете торговать. Ну и что что дороже чем в розничных магазинах, зато на мп 90% торговли.",,,False,,,
322774,2026-01-31 17:56:55+00:00,Бессмысленное осмысление смысла(,,,False,,,0.0
322773,2026-01-31 17:56:23+00:00,Вы поло умные? Вы сказали все отключено же 2 мы сообщениями выше,,,False,,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='😁'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=319382926), date=datetime.datetime(2026, 1, 31, 18, 4, 12, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='😁'), big=False, unread=False, my=False)], top_reactors=[])",
322772,2026-01-31 17:52:03+00:00,"Сейчас возможность отключать постоплату по запросу временно недоступна — мы не можем вручную убирать этот способ оплаты с товаров.

Однако мы внимательно следим за обратной связью, и если в будущем появится такая функция, обязательно сообщим о ней в официальных новостях в личном кабинете  и нашем канале Telegram",,,False,"MessageMediaWebPage(webpage=WebPage(id=9170793121122927510, url='https://t.me/market_marketplace', display_url='t.me/market_marketplace', hash=0, has_large_media=False, video_cover_photo=False, type='telegram_channel', site_name='Telegram', title='Яндекс Маркет для продавцов', description='Канал Маркета с новостями для продавцов\n  \nЧат продавцов и сотрудников: https://clck.ru/39Qy84\n\nСправка: https://clck.ru/MHUx2\n\nVK Видео: https://clck.ru/3MuDUW\n\nБлог: https://clck.ru/39SvEN\n\nНомер заявления в РКН 4970342857', photo=Photo(id=5420191510453937544, access_hash=1910216907828302921, file_reference=b'\x00i\xc2r\xa9\xf1\xd4\x11\xdcxY\xe6\xd1J4o\xf0\xb6k\xafg', date=datetime.datetime(2024, 9, 15, 9, 46, 3, tzinfo=datetime.timezone.utc), sizes=[PhotoSize(type='a', w=160, h=160, size=4667), PhotoSize(type='b', w=320, h=320, size=9731), PhotoSize(type='c', w=640, h=640, size=21525), PhotoStrippedSize(type='i', bytes=b""\x01((\xa7N\x8a6\x9aE\x8d:\xb1\xa6\xd6\xbe\x99m\xe5G\xe6\xb8\xf9\xdf\xa7\xb0\xa6\x05k\x9d5\xe3\x1b\xa2%\xd7\xb8\xefTk\xa5\xacT\xb7{\xeb\x99]N\xd5\xc9\xf9\xbf\x95\x00T\xa2\xa4\x9a\t }\xb2.=\x0fcE\x02&\xb0\xb6\xfbD\xd9a\xf2/'\xdf\xda\xb6%\x91a\x89\x9d\xba\x01M\xb6\x81m\xe1\x11\x8e\xddO\xa9\xaaW\x13}\xa6\xfa8\x14\xfc\x88\xd9>\xe4R\x19|\x86h\x88\xe09\x1f\x91\xa2\x18\x96\x18\x964\x18\x03\xf5\xa73*)f8\x03\x92j\xbd\x9c\xcdpd\x94\xf0\x99\xda\xa3\xda\x80*j\xef\xf3G\x1f\xa0,h\xab\xb2Z\xc1$\x86IWq\xc69<QL\x06j\x17>D8S\xfb\xc7\xe0{{\xd6%\x14P\x02\xef}\xbbw\xb6\xdfL\xf1R%\xcc\xc9\x18D\x90\xaa\x8e\xc3\x8a(\xa0Dl\xec\xe7,\xc5\xbe\xa74QE\x00\x7f"")], dc_id=2, has_stickers=False, video_sizes=[]), embed_url=None, embed_type=None, embed_width=None, embed_height=None, duration=None, author=None, document=None, cached_page=None, attributes=[]), force_large_media=False, force_small_media=False, manual=False, safe=True)","MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=506017321), date=datetime.datetime(2026, 2, 3, 12, 28, 29, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='👎'), big=False, unread=False, my=False)], top_reactors=[])",
322765,2026-01-31 17:40:36+00:00,,,,False,"MessageMediaPhoto(spoiler=False, photo=Photo(id=5474570082802404359, access_hash=-8013648794261356906, file_reference=b'\x02~\xc0\xb8\\\x00\x04\xec\xcdi\xc2r\xa9h\xfcz\xab\xd9\xb3\xea\x0e\x8b\x86\xf0\xacZ\x11\xe0Y', date=datetime.datetime(2026, 1, 31, 17, 40, 36, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01\x0c(\xcf\xc8\xdb\xf7y\xf5\xcd RF@$})2O\xe1F\xe3\x8e\xdf\x95\x00;\xcb\x7f\xee7\xe5HU\x97\xaa\x91\xf5\x14o>\x83\xf2\xa4.px\x1f\x95\x0082\xed#`$\xf49\xe9E7?\xad\x14\x01'), PhotoSize(type='m', w=320, h=99, size=5177), PhotoSize(type='x', w=800, h=248, size=18048), PhotoSizeProgressive(type='y', w=1124, h=349, sizes=[2390, 5054, 8591, 12208, 18965])], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)","MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='✍'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=5881371972), date=datetime.datetime(2026, 1, 31, 17, 47, 34, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='✍'), big=False, unread=False, my=False)], top_reactors=[])",
322764,2026-01-31 17:38:54+00:00,,,,False,"MessageMediaPhoto(spoiler=False, photo=Photo(id=5474570082802404354, access_hash=3424627430339572287, file_reference=b'\x02~\xc0\xb8\\\x00\x04\xec\xcci\xc2r\xa9;\xee\xb5\xb5\xd6\x85>E\xaexw-\xf29\xd5!', date=datetime.datetime(2026, 1, 31, 17, 38, 54, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01\x18(\xcc\x1d:\xaf\xe2(=:\xaf\xe1HG\xe4i(\x01\xc0\x02>\xf0\x14\xa1F~\xfa\xd3(\xa0\t\\\x10\x87;\x7f\x01EGE\x00=ZM\xa0\x07 zn\xc5#\xb3\xb0\xf9\xdc\xb7\xd5\xb3E\x14\x00\xcapBG\x18\xfc\xc5\x14P\x00P\x81\x9e?:(\xa2\x80?'), PhotoSize(type='m', w=320, h=188, size=7908), PhotoSize(type='x', w=800, h=469, size=29840), PhotoSizeProgressive(type='y', w=1125, h=659, sizes=[4099, 8629, 14664, 20653, 32185])], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",,
322762,2026-01-31 17:36:11+00:00,Яндекс почему у меня включена постоплата? На все товары! Отключите мне ее пожалуйста,,,False,,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👀'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=5881371972), date=datetime.datetime(2026, 1, 31, 17, 57, 31, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='👀'), big=False, unread=False, my=False)], top_reactors=[])",2.0
322761,2026-01-31 17:34:36+00:00,"Яндекс, почему ваши сотрудники что то меняют в кабинете селлера?  Это что новая услуга мышинная?",,,False,"MessageMediaPhoto(spoiler=False, photo=Photo(id=5474570082802404343, access_hash=-1804581853203348669, file_reference=b'\x02~\xc0\xb8\\\x00\x04\xec\xc9i\xc2r\xa9\xc8`8\x9f\x8a\x12\x90\xd0\x80B\xe9\xee\xe5\xc7b\xc2', date=datetime.datetime(2026, 1, 31, 17, 34, 35, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01(\x12\xcc\x04\x8czQ\x9fL\xd4\xd0\x059\xde\xfb\x06=\x0f\xf4\xa4\x98\xa0\xc6\xd9\x16O\xc0\x8c~t\x0e\xc44QE\x02\x14p2W4\x8d\xf4\xc5\x1cc\xb5LL\xb8\x03\xcc\xe3\xd0H)\x0c\x82\x8a\\s\xff\x00\xd7\xa2\x98\x83&\x94\xb9#\x18\x1f\x95\x14R\x18\xda(\xa2\x98\x8f'), PhotoSize(type='m', w=144, h=320, size=10231), PhotoSize(type='x', w=361, h=800, size=38264), PhotoSizeProgressive(type='y', w=578, h=1280, sizes=[6488, 16346, 32942, 47739, 61168])], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)","MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👀'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=5881371972), date=datetime.datetime(2026, 1, 31, 17, 35, 35, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='👀'), big=False, unread=False, my=False)], top_reactors=[])",2.0
322759,2026-01-31 17:33:34+00:00,"Сейчас у ваших товаров постоплата отключена. Если сейчас у вас есть товары с возможностью покупки с оплатой при получении, пожалуйста, пришлите в личные сообщения SKU таких товаров — мы всё проверим и уточним, почему функция доступна",,,False,"MessageMediaWebPage(webpage=WebPage(id=9170793121480526244, url='https://t.me/YandexMarketSupportBot', display_url='t.me/YandexMarketSupportBot', hash=0, has_large_media=False, video_cover_photo=False, type='telegram_bot', site_name='Telegram', title='Поддержка продавцов Маркета', description='Помощь по вопросам в чате продавцов Яндекс Маркета', photo=Photo(id=5330393034308837332, access_hash=-8580071813205938289, file_reference=b'\x00i\xc2r\xa9Q\x13\x85&\xc6\xa0f\xfc\xc2\x9e<m\x06\xa2\xfbx', date=datetime.datetime(2024, 11, 21, 13, 8, 1, tzinfo=datetime.timezone.utc), sizes=[PhotoSize(type='a', w=160, h=160, size=4803), PhotoSize(type='b', w=320, h=320, size=10560), PhotoSize(type='c', w=640, h=640, size=23319), PhotoStrippedSize(type='i', bytes=b""\x01((\xa7E\x15\xafcd\x91\xc6$\x91A\x90\xf2\x01\xfe\x1a`d\xedlgi\xc7\xae)+\xa5\xaa7\xd6I$fH\xd4\t\x07$\x0f\xe2\xa0\x0c\x8a(\xa2\x81\n\xb8\xde\xb9\xe9\x91\x9a\xdf\xb9\xf3\xbc\xaf\xf4}\xbb\xf3\xdf\xd2\xb9\xfa\xdf\xb4\xf3>\xcc\x9eh\xc3b\x81\x8d0\xc8'\xf3\x8c\xa7\xeecgl\xd2Y\xcc\xcf\x1e%\x926\x93=\x14\x83\xc53Q'djr\x11\x9f\rU\xe6\xb5Xm\xcc\xf1\x10\xac\x08+\x8f_AH\x0c\xf7\xc6\xf6\xc7L\x9cQO\xb8P\xb7\x12\x05\x18\x01\xbazQLDt\xef1\xff\x00\xbe\xdf\xf7\xd1\xa2\x8a\x00U\x99\xd7!\x8e\xf5<\x15c\x90i\xc2TNc\x8b\r\xd8\xb3g\x1fAE\x14\x0c\x8b\xa9\xc9\xa2\x8a(\x11"")], dc_id=2, has_stickers=False, video_sizes=[]), embed_url=None, embed_type=None, embed_width=None, embed_height=None, duration=None, author=None, document=None, cached_page=None, attributes=[]), force_large_media=False, force_small_media=False, manual=False, safe=True)",,
322758,2026-01-31 17:33:01+00:00,"Ее практически всем включили! И после этого начались покатушки.практически все невыкупы по постоплате! 
Яндекс отключите постоплату, несколько раз писала в поддержку,отказывают",,,False,,,
322757,2026-01-31 17:30:53+00:00,"Здравствуйте, Марина!

Чтобы отключить кампанию ""Отзывы за баллы"", перейдите на страницу ""Продвижение"" → ""Отзывы за баллы"" в вашем личном кабинете и переключите опцию в колонке ""Статус"" ✍",,,False,"MessageMediaWebPage(webpage=WebPage(id=8953082221902620430, url='https://yandex.ru/support2/marketplace/ru/marketing/plus-reviews', display_url='yandex.ru/support/marketplace/ru/marketing/plus-reviews', hash=0, has_large_media=False, video_cover_photo=False, type='article', site_name='yandex.ru', title='Отзывы и рейтинг |', description='Покупатели могут оценить купленный товар и добавить отзыв на него. Из оценок товара складывается его рейтинг — он влияет на то, как высоко товар показывается в', photo=None, embed_url=None, embed_type=None, embed_width=None, embed_height=None, duration=None, author=None, document=None, cached_page=None, attributes=[]), force_large_media=False, force_small_media=False, manual=False, safe=False)",,
322756,2026-01-31 17:26:07+00:00,Почему мне включили пост оплату? Я ее не включал!!! Отключите пост оплату!!!,,,False,,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👀'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=5881371972), date=datetime.datetime(2026, 1, 31, 17, 31, 11, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='👀'), big=False, unread=False, my=False)], top_reactors=[])",
